"Year","Commodity","Supply and disposition","VALUE"
"1968","Fruits not specified frozen","Production","0.46"
"1968","Fruits not specified frozen","Imports","1.71"
"1968","Fruits not specified frozen","Total disposition","2.24"
"1968","Fruits not specified frozen","Domestic disappearance","1.21"
"1968","Fruits not specified frozen","Exports","1.03"
"1968","Fruits not specified frozen","Ending stocks","1.09"
"1968","Oranges fresh","Total supply","173.94"
"1968","Oranges fresh","Imports","173.94"
"1968","Oranges fresh","Total disposition","173.94"
"1968","Oranges fresh","Domestic disappearance","168.72"
"1968","Oranges fresh","Waste","5.22"
"1968","Orange juice","Total supply","89.73"
"1968","Orange juice","Imports","89.73"
"1968","Orange juice","Total disposition","89.73"
"1968","Orange juice","Domestic disappearance","89.73"
"1968","Lemons fresh","Total supply","15.50"
"1968","Lemons fresh","Imports","15.50"
"1968","Lemons fresh","Total disposition","15.50"
"1968","Lemons fresh","Domestic disappearance","14.88"
"1968","Lemons fresh","Waste","0.62"
"1968","Lemon juice","Total supply","4.35"
"1968","Lemon juice","Imports","4.35"
"1968","Lemon juice","Total disposition","4.35"
"1968","Lemon juice","Domestic disappearance","4.35"
"1968","Grapefruits fresh","Total supply","69.60"
"1968","Grapefruits fresh","Imports","69.60"
"1968","Grapefruits fresh","Total disposition","69.60"
"1968","Grapefruits fresh","Domestic disappearance","67.51"
"1968","Grapefruits fresh","Waste","2.09"
"1968","Grapefruit juice","Total supply","9.38"
"1968","Grapefruit juice","Imports","9.38"
"1968","Grapefruit juice","Total disposition","9.38"
"1968","Grapefruit juice","Domestic disappearance","9.38"
"1968","Limes fresh","Total disposition",
"1968","Mandarins fresh","Total disposition",
"1968","Other citrus fresh","Total disposition",
"1968","Artichokes fresh","Total supply","1.02"
"1968","Artichokes fresh","Imports","1.02"
"1968","Artichokes fresh","Total disposition","1.02"
"1968","Artichokes fresh","Domestic disappearance","0.93"
"1968","Artichokes fresh","Waste","0.09"
"1968","Asparagus fresh","Total supply","6.44"
"1968","Asparagus fresh","Production","2.23"
"1968","Asparagus fresh","Imports","4.21"
"1968","Asparagus fresh","Total disposition","6.44"
"1968","Asparagus fresh","Domestic disappearance","4.70"
"1968","Asparagus fresh","Manufacturing","1.28"
"1968","Asparagus fresh","Waste","0.46"
"1968","Asparagus canned","Total supply","5.61"
"1968","Asparagus canned","Beginning stocks","0.94"
"1968","Asparagus canned","Production","4.44"
"1968","Asparagus canned","Imports","0.23"
"1968","Asparagus canned","Total disposition","4.14"
"1968","Asparagus canned","Domestic disappearance","3.49"
"1968","Asparagus canned","Exports","0.65"
"1968","Asparagus canned","Ending stocks","1.47"
"1968","Beans green and wax fresh","Total supply","48.89"
"1968","Beans green and wax fresh","Production","43.27"
"1968","Beans green and wax fresh","Imports","5.62"
"1968","Beans green and wax fresh","Total disposition","48.89"
"1968","Beans green and wax fresh","Domestic disappearance","10.68"
"1968","Beans green and wax fresh","Manufacturing","37.53"
"1968","Beans green and wax fresh","Waste","0.68"
"1968","Beans green and wax canned","Total supply","74.85"
"1968","Beans green and wax canned","Beginning stocks","32.68"
"1968","Beans green and wax canned","Production","41.90"
"1968","Beans green and wax canned","Imports","0.27"
"1968","Beans green and wax canned","Total disposition","45.41"
"1968","Beans green and wax canned","Domestic disappearance","34.13"
"1968","Beans green and wax canned","Exports","11.28"
"1968","Beans green and wax canned","Ending stocks","29.44"
"1968","Beans green and wax frozen","Total supply","13.46"
"1968","Beans green and wax frozen","Beginning stocks","6.13"
"1968","Beans green and wax frozen","Production","7.22"
"1968","Beans green and wax frozen","Imports","0.11"
"1968","Beans green and wax frozen","Total disposition","6.10"
"1968","Beans green and wax frozen","Domestic disappearance","5.70"
"1968","Beans green and wax frozen","Exports","0.40"
"1968","Beans green and wax frozen","Ending stocks","7.36"
"1968","Beets fresh","Total supply","20.60"
"1968","Beets fresh","Production","20.60"
"1968","Beets fresh","Imports",
"1968","Beets fresh","Total disposition","20.60"
"1968","Beets fresh","Domestic disappearance","5.66"
"1968","Beets fresh","Manufacturing","14.51"
"1968","Beets fresh","Waste","0.43"
"1968","Beets canned","Total supply","14.88"
"1968","Beets canned","Beginning stocks","5.28"
"1968","Beets canned","Production","9.60"
"1968","Beets canned","Total disposition","7.91"
"1968","Beets canned","Domestic disappearance","7.91"
"1968","Beets canned","Ending stocks","6.97"
"1968","Broccoli fresh","Total supply","7.28"
"1968","Broccoli fresh","Production","1.62"
"1968","Broccoli fresh","Imports","5.66"
"1968","Broccoli fresh","Total disposition","7.28"
"1968","Broccoli fresh","Domestic disappearance","5.32"
"1968","Broccoli fresh","Manufacturing","1.50"
"1968","Broccoli fresh","Waste","0.46"
"1968","Broccoli frozen","Total supply","2.68"
"1968","Broccoli frozen","Beginning stocks","0.98"
"1968","Broccoli frozen","Production","1.52"
"1968","Broccoli frozen","Imports","0.18"
"1968","Broccoli frozen","Total disposition","1.37"
"1968","Broccoli frozen","Domestic disappearance","1.37"
"1968","Broccoli frozen","Ending stocks","1.31"
"1968","Brussels sprouts fresh","Total supply","3.81"
"1968","Brussels sprouts fresh","Production","1.25"
"1968","Brussels sprouts fresh","Imports","2.56"
"1968","Brussels sprouts fresh","Total disposition","3.81"
"1968","Brussels sprouts fresh","Domestic disappearance","2.08"
"1968","Brussels sprouts fresh","Manufacturing","1.55"
"1968","Brussels sprouts fresh","Waste","0.18"
"1968","Brussels sprouts frozen","Total supply","2.33"
"1968","Brussels sprouts frozen","Beginning stocks","0.99"
"1968","Brussels sprouts frozen","Production","1.34"
"1968","Brussels sprouts frozen","Imports",
"1968","Brussels sprouts frozen","Total disposition","1.40"
"1968","Brussels sprouts frozen","Domestic disappearance","1.40"
"1968","Brussels sprouts frozen","Ending stocks","0.93"
"1968","Cabbage fresh","Total supply","110.02"
"1968","Cabbage fresh","Beginning stocks","1.20"
"1968","Cabbage fresh","Production","71.84"
"1968","Cabbage fresh","Imports","36.98"
"1968","Cabbage fresh","Total disposition","108.15"
"1968","Cabbage fresh","Domestic disappearance","94.67"
"1968","Cabbage fresh","Manufacturing","6.35"
"1968","Cabbage fresh","Waste","7.13"
"1968","Cabbage fresh","Ending stocks","1.87"
"1968","Chinese cabbage fresh","Total disposition",
"1968","Carrots fresh","Total supply","205.68"
"1968","Carrots fresh","Beginning stocks","11.97"
"1968","Carrots fresh","Production","153.73"
"1968","Carrots fresh","Imports","39.98"
"1968","Carrots fresh","Total disposition","164.56"
"1968","Carrots fresh","Domestic disappearance","112.27"
"1968","Carrots fresh","Exports","22.51"
"1968","Carrots fresh","Manufacturing","26.31"
"1968","Carrots fresh","Waste","3.47"
"1968","Carrots fresh","Ending stocks","41.12"
"1968","Carrots canned","Total supply","12.65"
"1968","Carrots canned","Beginning stocks","3.79"
"1968","Carrots canned","Production","7.84"
"1968","Carrots canned","Imports","1.02"
"1968","Carrots canned","Total disposition","9.16"
"1968","Carrots canned","Domestic disappearance","9.11"
"1968","Carrots canned","Exports","0.05"
"1968","Carrots canned","Ending stocks","3.49"
"1968","Carrots frozen","Total supply","8.07"
"1968","Carrots frozen","Beginning stocks","3.63"
"1968","Carrots frozen","Production","2.84"
"1968","Carrots frozen","Imports","1.60"
"1968","Carrots frozen","Total disposition","3.86"
"1968","Carrots frozen","Domestic disappearance","3.86"
"1968","Carrots frozen","Ending stocks","4.21"
"1968","Cauliflower fresh","Total supply","20.23"
"1968","Cauliflower fresh","Production","14.68"
"1968","Cauliflower fresh","Imports","5.55"
"1968","Cauliflower fresh","Total disposition","20.23"
"1968","Cauliflower fresh","Domestic disappearance","16.70"
"1968","Cauliflower fresh","Manufacturing","2.08"
"1968","Cauliflower fresh","Waste","1.45"
"1968","Cauliflower frozen","Total supply","0.41"
"1968","Cauliflower frozen","Beginning stocks","0.41"
"1968","Cauliflower frozen","Total disposition",
"1968","Cauliflower frozen","Domestic disappearance",
"1968","Cauliflower frozen","Ending stocks","0.96"
"1968","Celery fresh","Total supply","74.65"
"1968","Celery fresh","Production","20.30"
"1968","Celery fresh","Imports","54.35"
"1968","Celery fresh","Total disposition","74.65"
"1968","Celery fresh","Domestic disappearance","66.76"
"1968","Celery fresh","Manufacturing","2.87"
"1968","Celery fresh","Waste","5.02"
"1968","Corn fresh","Total supply","233.40"
"1968","Corn fresh","Production","224.72"
"1968","Corn fresh","Imports","8.68"
"1968","Corn fresh","Total disposition","233.40"
"1968","Corn fresh","Domestic disappearance","48.64"
"1968","Corn fresh","Manufacturing","180.53"
"1968","Corn fresh","Waste","4.23"
"1968","Corn canned","Total supply","99.97"
"1968","Corn canned","Beginning stocks","34.64"
"1968","Corn canned","Production","65.23"
"1968","Corn canned","Imports","0.10"
"1968","Corn canned","Total disposition","60.07"
"1968","Corn canned","Domestic disappearance","53.69"
"1968","Corn canned","Exports","6.38"
"1968","Corn canned","Ending stocks","39.90"
"1968","Corn frozen","Total supply","16.85"
"1968","Corn frozen","Beginning stocks","8.37"
"1968","Corn frozen","Production","8.48"
"1968","Corn frozen","Total disposition","10.94"
"1968","Corn frozen","Domestic disappearance","9.05"
"1968","Corn frozen","Exports","1.89"
"1968","Corn frozen","Ending stocks","5.91"
"1968","Cucumbers fresh","Total supply","74.12"
"1968","Cucumbers fresh","Production","62.62"
"1968","Cucumbers fresh","Imports","11.50"
"1968","Cucumbers fresh","Total disposition","74.12"
"1968","Cucumbers fresh","Domestic disappearance","33.14"
"1968","Cucumbers fresh","Manufacturing","38.10"
"1968","Cucumbers fresh","Waste","2.88"
"1968","Other edible roots fresh","Total disposition",
"1968","Eggplants fresh","Total disposition",
"1968","Garlic fresh","Total disposition",
"1968","Kohlrabi fresh","Total disposition",
"1968","Leeks fresh","Total disposition",
"1968","Other leguminous vegetables fresh","Total disposition",
"1968","Lettuce fresh","Total supply","139.88"
"1968","Lettuce fresh","Production","28.66"
"1968","Lettuce fresh","Imports","111.22"
"1968","Lettuce fresh","Total disposition","139.88"
"1968","Lettuce fresh","Domestic disappearance","130.09"
"1968","Lettuce fresh","Waste","9.79"
"1968","Lima beans frozen","Total supply","1.17"
"1968","Lima beans frozen","Beginning stocks","0.88"
"1968","Lima beans frozen","Imports","0.29"
"1968","Lima beans frozen","Total disposition",
"1968","Lima beans frozen","Domestic disappearance",
"1968","Lima beans frozen","Ending stocks","1.37"
"1968","Manioc fresh","Total disposition",
"1968","Mushrooms fresh","Total supply","11.47"
"1968","Mushrooms fresh","Production","10.48"
"1968","Mushrooms fresh","Imports","0.99"
"1968","Mushrooms fresh","Domestic disappearance","3.93"
"1968","Mushrooms fresh","Manufacturing","7.29"
"1968","Mushrooms fresh","Waste","0.25"
"1968","Mushrooms canned","Total supply","8.57"
"1968","Mushrooms canned","Production","5.64"
"1968","Mushrooms canned","Imports","2.93"
"1968","Mushrooms canned","Total disposition","8.57"
"1968","Mushrooms canned","Domestic disappearance","8.57"
"1968","Okra fresh","Total disposition",
"1968","Olives fresh","Total disposition",
"1968","Onions and shallots fresh","Total supply","190.15"
"1968","Onions and shallots fresh","Beginning stocks","30.93"
"1968","Onions and shallots fresh","Production","113.40"
"1968","Onions and shallots fresh","Imports","45.82"
"1968","Onions and shallots fresh","Total disposition","142.45"
"1968","Onions and shallots fresh","Domestic disappearance","115.21"
"1968","Onions and shallots fresh","Exports","16.00"
"1968","Onions and shallots fresh","Manufacturing","3.89"
"1968","Onions and shallots fresh","Waste","7.35"
"1968","Onions and shallots fresh","Ending stocks","47.70"
"1968","Parsley fresh","Total disposition",
"1968","Parsnips fresh","Total supply","6.48"
"1968","Parsnips fresh","Production","5.82"
"1968","Parsnips fresh","Imports","0.66"
"1968","Parsnips fresh","Total disposition","6.48"
"1968","Parsnips fresh","Domestic disappearance","5.77"
"1968","Parsnips fresh","Waste","0.71"
"1968","Peas fresh","Total supply","79.39"
"1968","Peas fresh","Production","79.02"
"1968","Peas fresh","Imports","0.37"
"1968","Peas fresh","Total disposition","79.39"
"1968","Peas fresh","Domestic disappearance","0.35"
"1968","Peas fresh","Manufacturing","79.02"
"1968","Peas fresh","Waste","0.02"
"1968","Peas canned","Total supply","97.65"
"1968","Peas canned","Beginning stocks","23.68"
"1968","Peas canned","Production","73.97"
"1968","Peas canned","Imports",
"1968","Peas canned","Total disposition","60.48"
"1968","Peas canned","Domestic disappearance","59.89"
"1968","Peas canned","Exports","0.59"
"1968","Peas canned","Ending stocks","37.17"
"1968","Peas frozen","Total supply","42.95"
"1968","Peas frozen","Beginning stocks","10.98"
"1968","Peas frozen","Production","29.81"
"1968","Peas frozen","Imports","2.16"
"1968","Peas frozen","Total disposition","26.95"
"1968","Peas frozen","Domestic disappearance","24.50"
"1968","Peas frozen","Exports","2.45"
"1968","Peas frozen","Ending stocks","16.00"
"1968","Peppers fresh","Total supply","19.00"
"1968","Peppers fresh","Production","7.36"
"1968","Peppers fresh","Imports","11.64"
"1968","Peppers fresh","Total disposition","19.00"
"1968","Peppers fresh","Domestic disappearance","16.22"
"1968","Peppers fresh","Manufacturing","1.37"
"1968","Peppers fresh","Waste","1.41"
"1968","Potatoes sweet fresh","Total supply","3.90"
"1968","Potatoes sweet fresh","Imports","3.90"
"1968","Potatoes sweet fresh","Total disposition","3.90"
"1968","Potatoes sweet fresh","Domestic disappearance","3.74"
"1968","Potatoes sweet fresh","Waste","0.16"
"1968","Potatoes chips","Total disposition","0.00"
"1968","Potatoes frozen","Total disposition","0.00"
"1968","Potatoes other processed","Total disposition","0.00"
"1968","Potatoes total processed","Total disposition","0.00"
"1968","Potatoes white fresh and processed","Total supply","3510.91"
"1968","Potatoes white fresh and processed","Beginning stocks","977.13"
"1968","Potatoes white fresh and processed","Production","2398.19"
"1968","Potatoes white fresh and processed","Imports","135.59"
"1968","Potatoes white fresh and processed","Total disposition","2111.96"
"1968","Potatoes white fresh and processed","Domestic disappearance","1398.95"
"1968","Potatoes white fresh and processed","Exports","191.03"
"1968","Potatoes white fresh and processed","Manufacturing","276.87"
"1968","Potatoes white fresh and processed","Waste","479.64"
"1968","Potatoes white fresh and processed","Ending stocks","1164.42"
"1968","Potatoes white fresh","Total disposition","0.00"
"1968","Pumpkins and squash fresh","Total disposition",
"1968","Radishes fresh","Total supply","8.05"
"1968","Radishes fresh","Production","2.04"
"1968","Radishes fresh","Imports","6.01"
"1968","Radishes fresh","Total disposition","8.05"
"1968","Radishes fresh","Domestic disappearance","7.16"
"1968","Radishes fresh","Waste","0.89"
"1968","Rappini fresh","Total supply","0.57"
"1968","Rappini fresh","Imports","0.57"
"1968","Rappini fresh","Total disposition","0.57"
"1968","Rappini fresh","Domestic disappearance","0.53"
"1968","Rappini fresh","Waste","0.04"
"1968","Rutabagas and turnip fresh","Total supply","111.90"
"1968","Rutabagas and turnip fresh","Production","111.90"
"1968","Rutabagas and turnip fresh","Total disposition","111.90"
"1968","Rutabagas and turnip fresh","Domestic disappearance","58.07"
"1968","Rutabagas and turnip fresh","Exports","44.10"
"1968","Rutabagas and turnip fresh","Manufacturing","1.81"
"1968","Rutabagas and turnip fresh","Waste","7.92"
"1968","Spinach fresh","Total supply","7.49"
"1968","Spinach fresh","Production","4.03"
"1968","Spinach fresh","Imports","3.46"
"1968","Spinach fresh","Total disposition","7.49"
"1968","Spinach fresh","Domestic disappearance","5.10"
"1968","Spinach fresh","Manufacturing","1.70"
"1968","Spinach fresh","Waste","0.69"
"1968","Spinach frozen","Total supply","1.23"
"1968","Spinach frozen","Beginning stocks","0.38"
"1968","Spinach frozen","Imports","0.85"
"1968","Spinach frozen","Total disposition","0.78"
"1968","Spinach frozen","Domestic disappearance","0.78"
"1968","Spinach frozen","Ending stocks","0.45"
"1968","Tomatoes fresh","Total supply","436.85"
"1968","Tomatoes fresh","Production","348.76"
"1968","Tomatoes fresh","Imports","88.09"
"1968","Tomatoes fresh","Total disposition","436.85"
"1968","Tomatoes fresh","Domestic disappearance","117.80"
"1968","Tomatoes fresh","Exports","0.70"
"1968","Tomatoes fresh","Manufacturing","297.56"
"1968","Tomatoes fresh","Waste","20.79"
"1968","Tomatoes canned","Total supply","83.77"
"1968","Tomatoes canned","Beginning stocks","36.51"
"1968","Tomatoes canned","Production","36.60"
"1968","Tomatoes canned","Imports","10.66"
"1968","Tomatoes canned","Total disposition","55.54"
"1968","Tomatoes canned","Domestic disappearance","55.54"
"1968","Tomatoes canned","Ending stocks","28.23"
"1968","Tomato juice","Total supply","163.53"
"1968","Tomato juice","Beginning stocks","77.07"
"1968","Tomato juice","Production","84.42"
"1968","Tomato juice","Imports","2.04"
"1968","Tomato juice","Total disposition","77.98"
"1968","Tomato juice","Domestic disappearance","85.55"
"1968","Tomato juice","Exports","5.34"
"1968","Tomato juice","Ending stocks","72.64"
"1968","Tomatoes, pulp, paste and puree","Total supply","27.78"
"1968","Tomatoes, pulp, paste and puree","Beginning stocks","3.52"
"1968","Tomatoes, pulp, paste and puree","Production",
"1968","Tomatoes, pulp, paste and puree","Imports","24.26"
"1968","Tomatoes, pulp, paste and puree","Total disposition","24.70"
"1968","Tomatoes, pulp, paste and puree","Domestic disappearance","24.70"
"1968","Tomatoes, pulp, paste and puree","Ending stocks","3.08"
"1968","Vegetables not specified fresh","Total supply","15.77"
"1968","Vegetables not specified fresh","Production","1.07"
"1968","Vegetables not specified fresh","Imports","14.70"
"1968","Vegetables not specified fresh","Total disposition","15.77"
"1968","Vegetables not specified fresh","Domestic disappearance","6.32"
"1968","Vegetables not specified fresh","Exports","6.28"
"1968","Vegetables not specified fresh","Manufacturing","2.69"
"1968","Vegetables not specified fresh","Waste","0.48"
"1968","Vegetables not specified canned","Total supply","33.34"
"1968","Vegetables not specified canned","Beginning stocks",
"1968","Vegetables not specified canned","Production","18.30"
"1968","Vegetables not specified canned","Imports","15.04"
"1968","Vegetables not specified canned","Total disposition","33.34"
"1968","Vegetables not specified canned","Domestic disappearance","31.88"
"1968","Vegetables not specified canned","Exports","1.46"
"1968","Vegetables not specified canned","Ending stocks",
"1968","Vegetables not specified frozen","Total supply","7.92"
"1968","Vegetables not specified frozen","Beginning stocks","3.18"
"1968","Vegetables not specified frozen","Production","4.01"
"1968","Vegetables not specified frozen","Imports","0.73"
"1968","Vegetables not specified frozen","Total disposition","4.81"
"1968","Vegetables not specified frozen","Domestic disappearance","3.44"
"1968","Vegetables not specified frozen","Exports","1.37"
"1968","Vegetables not specified frozen","Ending stocks","3.11"
"1968","Fresh and frozen sea fish","Total disposition",
"1968","Processed sea fish","Total disposition",
"1968","Total shellfish","Total disposition",
"1968","Freshwater fish","Total disposition",
"1969","Wheat flour","Total supply","1803.16"
"1969","Wheat flour","Beginning stocks","66.75"
"1969","Wheat flour","Production","1736.41"
"1969","Wheat flour","Imports",
"1969","Wheat flour","Total disposition","1740.10"
"1969","Wheat flour","Domestic disappearance","1195.20"
"1969","Wheat flour","Exports","469.69"
"1969","Wheat flour","Manufacturing","50.82"
"1969","Wheat flour","Waste","24.39"
"1969","Wheat flour","Ending stocks","63.06"
"1969","Rye flour","Total supply","8.26"
"1969","Rye flour","Beginning stocks","0.31"
"1969","Rye flour","Production","7.95"
"1969","Rye flour","Imports",
"1969","Rye flour","Total disposition","7.81"
"1969","Rye flour","Domestic disappearance","7.65"
"1969","Rye flour","Exports",
"1969","Rye flour","Waste","0.16"
"1969","Rye flour","Ending stocks","0.45"
"1969","Oatmeal and rolled oats","Total supply","33.81"
"1969","Oatmeal and rolled oats","Beginning stocks","1.19"
"1969","Oatmeal and rolled oats","Production","32.62"
"1969","Oatmeal and rolled oats","Imports",
"1969","Oatmeal and rolled oats","Total disposition","32.91"
"1969","Oatmeal and rolled oats","Domestic disappearance","32.02"
"1969","Oatmeal and rolled oats","Exports","0.24"
"1969","Oatmeal and rolled oats","Waste","0.65"
"1969","Oatmeal and rolled oats","Ending stocks","0.90"
"1969","Pot and pearl barley","Total supply","1.00"
"1969","Pot and pearl barley","Beginning stocks","0.16"
"1969","Pot and pearl barley","Production","0.84"
"1969","Pot and pearl barley","Total disposition","0.85"
"1969","Pot and pearl barley","Domestic disappearance","0.84"
"1969","Pot and pearl barley","Waste","0.01"
"1969","Pot and pearl barley","Ending stocks","0.15"
"1969","Corn flour and meal","Total supply","41.15"
"1969","Corn flour and meal","Beginning stocks","0.22"
"1969","Corn flour and meal","Production","6.81"
"1969","Corn flour and meal","Imports","34.12"
"1969","Corn flour and meal","Total disposition","40.84"
"1969","Corn flour and meal","Domestic disappearance","38.10"
"1969","Corn flour and meal","Exports","1.96"
"1969","Corn flour and meal","Waste","0.78"
"1969","Corn flour and meal","Ending stocks","0.31"
"1969","Rice","Total supply","42.01"
"1969","Rice","Imports","42.01"
"1969","Rice","Total disposition","42.01"
"1969","Rice","Domestic disappearance","41.43"
"1969","Rice","Exports","0.16"
"1969","Rice","Waste","0.42"
"1969","Breakfast food","Total supply","62.55"
"1969","Breakfast food","Production","61.96"
"1969","Breakfast food","Imports","0.59"
"1969","Breakfast food","Total disposition","62.55"
"1969","Breakfast food","Domestic disappearance","61.41"
"1969","Breakfast food","Exports","1.14"
"1969","Sugar refined","Total supply","1151.98"
"1969","Sugar refined","Beginning stocks","149.29"
"1969","Sugar refined","Production","1002.05"
"1969","Sugar refined","Imports","0.64"
"1969","Sugar refined","Total disposition","982.97"
"1969","Sugar refined","Domestic disappearance","951.67"
"1969","Sugar refined","Exports","14.65"
"1969","Sugar refined","Manufacturing","16.65"
"1969","Sugar refined","Ending stocks","169.01"
"1969","Maple sugar","Total supply","8.90"
"1969","Maple sugar","Production","8.90"
"1969","Maple sugar","Total disposition","8.90"
"1969","Maple sugar","Domestic disappearance","1.86"
"1969","Maple sugar","Exports","7.04"
"1969","Honey","Total supply","32.17"
"1969","Honey","Beginning stocks","7.57"
"1969","Honey","Production","24.19"
"1969","Honey","Imports","0.41"
"1969","Honey","Total disposition","19.44"
"1969","Honey","Domestic disappearance","17.27"
"1969","Honey","Exports","2.17"
"1969","Honey","Ending stocks","12.73"
"1969","Dry beans","Total supply","58.22"
"1969","Dry beans","Production","53.10"
"1969","Dry beans","Imports","5.12"
"1969","Dry beans","Total disposition","58.22"
"1969","Dry beans","Domestic disappearance","12.53"
"1969","Dry beans","Exports","26.48"
"1969","Dry beans","Manufacturing","18.15"
"1969","Dry beans","Waste","1.06"
"1969","Baked and canned beans","Total supply","53.52"
"1969","Baked and canned beans","Production","53.06"
"1969","Baked and canned beans","Imports","0.46"
"1969","Baked and canned beans","Total disposition","53.52"
"1969","Baked and canned beans","Domestic disappearance","53.52"
"1969","Dry peas","Total supply","39.70"
"1969","Dry peas","Production","34.65"
"1969","Dry peas","Imports","5.05"
"1969","Dry peas","Total disposition","34.45"
"1969","Dry peas","Domestic disappearance","5.25"
"1969","Dry peas","Exports","17.30"
"1969","Dry peas","Manufacturing","16.46"
"1969","Dry peas","Waste","0.69"
"1969","Peanuts","Total supply","49.31"
"1969","Peanuts","Imports","49.31"
"1969","Peanuts","Total disposition","49.31"
"1969","Peanuts","Domestic disappearance","49.31"
"1969","Tree nuts","Total supply","13.15"
"1969","Tree nuts","Imports","13.15"
"1969","Tree nuts","Total disposition","13.15"
"1969","Tree nuts","Domestic disappearance","12.82"
"1969","Tree nuts","Exports","0.33"
"1969","Tea","Total supply","22.78"
"1969","Tea","Imports","22.78"
"1969","Tea","Total disposition","20.06"
"1969","Tea","Domestic disappearance","20.06"
"1969","Tea","Exports",
"1969","Tea","Ending stocks","2.72"
"1969","Coffee","Total supply","99.71"
"1969","Coffee","Beginning stocks","7.12"
"1969","Coffee","Imports","92.59"
"1969","Coffee","Total disposition","89.04"
"1969","Coffee","Domestic disappearance","85.72"
"1969","Coffee","Exports","3.32"
"1969","Coffee","Ending stocks","10.67"
"1969","Cocoa","Total supply","32.63"
"1969","Cocoa","Beginning stocks","6.82"
"1969","Cocoa","Imports","25.81"
"1969","Cocoa","Total disposition","29.15"
"1969","Cocoa","Domestic disappearance","29.10"
"1969","Cocoa","Exports","0.05"
"1969","Cocoa","Ending stocks","3.48"
"1969","Ale, beer, stout and porter","Total disposition",
"1969","Ale, beer, stout and porter","Domestic disappearance","1487.49"
"1969","Distilled spirits","Total disposition",
"1969","Distilled spirits","Domestic disappearance","108.65"
"1969","Wines","Total disposition",
"1969","Wines","Domestic disappearance","77.81"
"1969","Soft drinks","Total disposition",
"1969","Cheddar cheese","Total supply","114.29"
"1969","Cheddar cheese","Beginning stocks","38.23"
"1969","Cheddar cheese","Production","76.06"
"1969","Cheddar cheese","Total disposition","77.61"
"1969","Cheddar cheese","Domestic disappearance","34.35"
"1969","Cheddar cheese","Exports","13.21"
"1969","Cheddar cheese","Manufacturing","30.05"
"1969","Cheddar cheese","Ending stocks","36.68"
"1969","Processed cheese","Total supply","49.36"
"1969","Processed cheese","Beginning stocks","3.68"
"1969","Processed cheese","Production","44.24"
"1969","Processed cheese","Imports","1.44"
"1969","Processed cheese","Total disposition","46.34"
"1969","Processed cheese","Domestic disappearance","43.87"
"1969","Processed cheese","Exports","2.47"
"1969","Processed cheese","Ending stocks","3.02"
"1969","Variety cheese","Total supply","33.23"
"1969","Variety cheese","Beginning stocks","2.60"
"1969","Variety cheese","Production","17.89"
"1969","Variety cheese","Imports","12.74"
"1969","Variety cheese","Total disposition","30.69"
"1969","Variety cheese","Domestic disappearance","29.14"
"1969","Variety cheese","Exports","0.63"
"1969","Variety cheese","Manufacturing","0.92"
"1969","Variety cheese","Ending stocks","2.54"
"1969","Cottage cheese","Total supply","17.54"
"1969","Cottage cheese","Production","17.54"
"1969","Cottage cheese","Total disposition","17.54"
"1969","Cottage cheese","Domestic disappearance","17.54"
"1969","Powder skim milk","Total supply","274.00"
"1969","Powder skim milk","Beginning stocks","94.78"
"1969","Powder skim milk","Production","179.22"
"1969","Powder skim milk","Total disposition","204.33"
"1969","Powder skim milk","Domestic disappearance","96.24"
"1969","Powder skim milk","Exports","108.09"
"1969","Powder skim milk","Ending stocks","69.67"
"1969","Powder buttermilk","Total supply","6.97"
"1969","Powder buttermilk","Beginning stocks","1.05"
"1969","Powder buttermilk","Production","5.92"
"1969","Powder buttermilk","Total disposition","6.35"
"1969","Powder buttermilk","Domestic disappearance","6.35"
"1969","Powder buttermilk","Ending stocks","0.62"
"1969","Powder whey","Total supply","23.94"
"1969","Powder whey","Beginning stocks","4.63"
"1969","Powder whey","Production","19.31"
"1969","Powder whey","Total disposition","18.89"
"1969","Powder whey","Domestic disappearance","8.44"
"1969","Powder whey","Manufacturing","10.45"
"1969","Powder whey","Ending stocks","5.05"
"1969","Other whole milk products","Total disposition",
"1969","Concentrated whole milk","Total supply","135.05"
"1969","Concentrated whole milk","Beginning stocks","15.23"
"1969","Concentrated whole milk","Production","119.83"
"1969","Concentrated whole milk","Total disposition","116.74"
"1969","Concentrated whole milk","Domestic disappearance","113.85"
"1969","Concentrated whole milk","Exports","2.89"
"1969","Concentrated whole milk","Ending stocks","18.31"
"1969","Sweetened concentrated whole milk","Total supply","9.68"
"1969","Sweetened concentrated whole milk","Beginning stocks","0.50"
"1969","Sweetened concentrated whole milk","Production","9.18"
"1969","Sweetened concentrated whole milk","Total disposition","9.01"
"1969","Sweetened concentrated whole milk","Domestic disappearance","9.01"
"1969","Sweetened concentrated whole milk","Ending stocks","0.67"
"1969","Concentrated skim milk","Total supply","5.79"
"1969","Concentrated skim milk","Beginning stocks","0.06"
"1969","Concentrated skim milk","Production","5.73"
"1969","Concentrated skim milk","Total disposition","5.79"
"1969","Concentrated skim milk","Domestic disappearance","5.79"
"1969","Concentrated skim milk","Ending stocks","0.00"
"1969","Sweetened concentrated skim milk","Total supply",
"1969","Sweetened concentrated skim milk","Beginning stocks","0.03"
"1969","Sweetened concentrated skim milk","Production",
"1969","Sweetened concentrated skim milk","Total disposition",
"1969","Sweetened concentrated skim milk","Domestic disappearance",
"1969","Sweetened concentrated skim milk","Ending stocks","0.03"
