"REF_DATE","GEO","VALUE"
"1996-04","Alberta","2762903"
"1996-04","British Columbia","3849847"
"1996-04","Yukon","31142"
"1996-04","Northwest Territories","41516"
"1996-04","Nunavut","25463"
"1996-07","Canada","29610218"
"1996-07","Newfoundland and Labrador","559698"
"1996-07","Prince Edward Island","135737"
"1996-07","Nova Scotia","931327"
"1996-07","New Brunswick","752268"
"1996-07","Quebec","7246897"
"1996-07","Ontario","11082903"
"1996-07","Manitoba","1134196"
"1996-07","Saskatchewan","1018945"
"1996-07","Alberta","2775133"
"1996-07","British Columbia","3874317"
"1996-07","Yukon","31387"
"1996-07","Northwest Territories","41741"
"1996-07","Nunavut","25669"
"1996-10","Canada","29708206"
"1996-10","Newfoundland and Labrador","557281"
"1996-10","Prince Edward Island","136004"
"1996-10","Nova Scotia","932276"
"1996-10","New Brunswick","752526"
"1996-10","Quebec","7257616"
"1996-10","Ontario","11130574"
"1996-10","Manitoba","1134619"
"1996-10","Saskatchewan","1019408"
"1996-10","Alberta","2789691"
"1996-10","British Columbia","3899256"
"1996-10","Yukon","31596"
"1996-10","Northwest Territories","41611"
"1996-10","Nunavut","25748"
"1997-01","Canada","29751536"
"1997-01","Newfoundland and Labrador","555432"
"1997-01","Prince Edward Island","135935"
"1997-01","Nova Scotia","932349"
"1997-01","New Brunswick","752334"
"1997-01","Quebec","7262945"
"1997-01","Ontario","11146270"
"1997-01","Manitoba","1134997"
"1997-01","Saskatchewan","1018326"
"1997-01","Alberta","2799561"
"1997-01","British Columbia","3914490"
"1997-01","Yukon","31633"
"1997-01","Northwest Territories","41528"
"1997-01","Nunavut","25736"
"1997-04","Canada","29818012"
"1997-04","Newfoundland and Labrador","553115"
"1997-04","Prince Edward Island","135931"
"1997-04","Nova Scotia","931832"
"1997-04","New Brunswick","752447"
"1997-04","Quebec","7267820"
"1997-04","Ontario","11179959"
"1997-04","Manitoba","1135846"
"1997-04","Saskatchewan","1017683"
"1997-04","Alberta","2813157"
"1997-04","British Columbia","3931056"
"1997-04","Yukon","31659"
"1997-04","Northwest Territories","41668"
"1997-04","Nunavut","25839"
"1997-07","Canada","29905948"
"1997-07","Newfoundland and Labrador","550911"
"1997-07","Prince Edward Island","136095"
"1997-07","Nova Scotia","932402"
"1997-07","New Brunswick","752511"
"1997-07","Quebec","7274611"
"1997-07","Ontario","11227651"
"1997-07","Manitoba","1136128"
"1997-07","Saskatchewan","1017902"
"1997-07","Alberta","2829848"
"1997-07","British Columbia","3948583"
"1997-07","Yukon","31797"
"1997-07","Northwest Territories","41625"
"1997-07","Nunavut","25884"
"1997-10","Canada","29994790"
"1997-10","Newfoundland and Labrador","547639"
"1997-10","Prince Edward Island","136165"
"1997-10","Nova Scotia","932735"
"1997-10","New Brunswick","752248"
"1997-10","Quebec","7282871"
"1997-10","Ontario","11278893"
"1997-10","Manitoba","1135649"
"1997-10","Saskatchewan","1017426"
"1997-10","Alberta","2847526"
"1997-10","British Columbia","3964677"
"1997-10","Yukon","31556"
"1997-10","Northwest Territories","41411"
"1997-10","Nunavut","25994"
"1998-01","Canada","30028506"
"1998-01","Newfoundland and Labrador","545769"
"1998-01","Prince Edward Island","135938"
"1998-01","Nova Scotia","932549"
"1998-01","New Brunswick","751969"
"1998-01","Quebec","7286008"
"1998-01","Ontario","11292059"
"1998-01","Manitoba","1135770"
"1998-01","Saskatchewan","1017504"
"1998-01","Alberta","2859305"
"1998-01","British Columbia","3972821"
"1998-01","Yukon","31510"
"1998-01","Northwest Territories","41222"
"1998-01","Nunavut","26082"
"1998-04","Canada","30080180"
"1998-04","Newfoundland and Labrador","542479"
"1998-04","Prince Edward Island","135635"
"1998-04","Nova Scotia","932033"
"1998-04","New Brunswick","751080"
"1998-04","Quebec","7290497"
"1998-04","Ontario","11322038"
"1998-04","Manitoba","1136177"
"1998-04","Saskatchewan","1017105"
"1998-04","Alberta","2876753"
"1998-04","British Columbia","3977912"
"1998-04","Yukon","31320"
"1998-04","Northwest Territories","40968"
"1998-04","Nunavut","26183"
"1998-07","Canada","30155173"
"1998-07","Newfoundland and Labrador","539843"
"1998-07","Prince Edward Island","135804"
"1998-07","Nova Scotia","931836"
"1998-07","New Brunswick","750530"
"1998-07","Quebec","7295935"
"1998-07","Ontario","11365901"
"1998-07","Manitoba","1137489"
"1998-07","Saskatchewan","1017332"
"1998-07","Alberta","2899066"
"1998-07","British Columbia","3983113"
"1998-07","Yukon","31149"
"1998-07","Northwest Territories","40802"
"1998-07","Nunavut","26373"
"1998-10","Canada","30231639"
"1998-10","Newfoundland and Labrador","537908"
"1998-10","Prince Edward Island","135908"
"1998-10","Nova Scotia","932740"
"1998-10","New Brunswick","750708"
"1998-10","Quebec","7305302"
"1998-10","Ontario","11408804"
"1998-10","Manitoba","1138328"
"1998-10","Saskatchewan","1017748"
"1998-10","Alberta","2915781"
"1998-10","British Columbia","3990451"
"1998-10","Yukon","30877"
"1998-10","Northwest Territories","40635"
"1998-10","Nunavut","26449"
"1999-01","Canada","30260117"
"1999-01","Newfoundland and Labrador","536515"
"1999-01","Prince Edward Island","135994"
"1999-01","Nova Scotia","932145"
"1999-01","New Brunswick","750127"
"1999-01","Quebec","7310238"
"1999-01","Ontario","11419589"
"1999-01","Manitoba","1138946"
"1999-01","Saskatchewan","1016883"
"1999-01","Alberta","2926079"
"1999-01","British Columbia","3995643"
"1999-01","Yukon","30748"
"1999-01","Northwest Territories","40635"
"1999-01","Nunavut","26575"
"1999-04","Canada","30314696"
"1999-04","Newfoundland and Labrador","534498"
"1999-04","Prince Edward Island","136025"
"1999-04","Nova Scotia","932116"
"1999-04","New Brunswick","750075"
"1999-04","Quebec","7315053"
"1999-04","Ontario","11452857"
"1999-04","Manitoba","1140502"
"1999-04","Saskatchewan","1015716"
"1999-04","Alberta","2937393"
"1999-04","British Columbia","4002433"
"1999-04","Yukon","30602"
"1999-04","Northwest Territories","40705"
"1999-04","Nunavut","26721"
"1999-07","Canada","30401286"
"1999-07","Newfoundland and Labrador","533329"
"1999-07","Prince Edward Island","136281"
"1999-07","Nova Scotia","933784"
"1999-07","New Brunswick","750601"
"1999-07","Quebec","7323250"
"1999-07","Ontario","11504759"
"1999-07","Manitoba","1142448"
"1999-07","Saskatchewan","1014524"
"1999-07","Alberta","2952692"
"1999-07","British Columbia","4011375"
"1999-07","Yukon","30785"
"1999-07","Northwest Territories","40638"
"1999-07","Nunavut","26820"
"1999-10","Canada","30492106"
"1999-10","Newfoundland and Labrador","532246"
"1999-10","Prince Edward Island","136424"
"1999-10","Nova Scotia","935941"
"1999-10","New Brunswick","750643"
"1999-10","Quebec","7334722"
"1999-10","Ontario","11559464"
"1999-10","Manitoba","1143618"
"1999-10","Saskatchewan","1012582"
"1999-10","Alberta","2966682"
"1999-10","British Columbia","4021600"
"1999-10","Yukon","30608"
"1999-10","Northwest Territories","40579"
"1999-10","Nunavut","26997"
"2000-01","Canada","30525872"
"2000-01","Newfoundland and Labrador","531774"
"2000-01","Prince Edward Island","136442"
"2000-01","Nova Scotia","934594"
"2000-01","New Brunswick","750786"
"2000-01","Quebec","7340269"
"2000-01","Ontario","11576994"
"2000-01","Manitoba","1144428"
"2000-01","Saskatchewan","1011141"
"2000-01","Alberta","2974517"
"2000-01","British Columbia","4026664"
"2000-01","Yukon","30495"
"2000-01","Northwest Territories","40623"
"2000-01","Nunavut","27145"
"2000-04","Canada","30594030"
"2000-04","Newfoundland and Labrador","529574"
"2000-04","Prince Edward Island","136289"
"2000-04","Nova Scotia","934291"
"2000-04","New Brunswick","750543"
"2000-04","Quebec","7347179"
"2000-04","Ontario","11621255"
"2000-04","Manitoba","1145873"
"2000-04","Saskatchewan","1009177"
"2000-04","Alberta","2988465"
"2000-04","British Columbia","4033319"
"2000-04","Yukon","30382"
"2000-04","Northwest Territories","40455"
"2000-04","Nunavut","27228"
"2000-07","Canada","30685730"
"2000-07","Newfoundland and Labrador","527966"
"2000-07","Prince Edward Island","136470"
"2000-07","Nova Scotia","933821"
"2000-07","New Brunswick","750517"
"2000-07","Quebec","7356951"
"2000-07","Ontario","11683290"
"2000-07","Manitoba","1147313"
"2000-07","Saskatchewan","1007565"
"2000-07","Alberta","3004198"
"2000-07","British Columbia","4039230"
"2000-07","Yukon","30431"
"2000-07","Northwest Territories","40480"
"2000-07","Nunavut","27498"
"2000-10","Canada","30783969"
"2000-10","Newfoundland and Labrador","526732"
"2000-10","Prince Edward Island","136400"
"2000-10","Nova Scotia","934459"
"2000-10","New Brunswick","750252"
"2000-10","Quebec","7368772"
"2000-10","Ontario","11748348"
"2000-10","Manitoba","1148183"
"2000-10","Saskatchewan","1006027"
"2000-10","Alberta","3016947"
"2000-10","British Columbia","4049297"
"2000-10","Yukon","30294"
"2000-10","Northwest Territories","40575"
"2000-10","Nunavut","27683"
"2001-01","Canada","30824441"
"2001-01","Newfoundland and Labrador","525299"
"2001-01","Prince Edward Island","136377"
"2001-01","Nova Scotia","933463"
"2001-01","New Brunswick","749715"
"2001-01","Quebec","7373978"
"2001-01","Ontario","11771945"
"2001-01","Manitoba","1148456"
"2001-01","Saskatchewan","1003469"
"2001-01","Alberta","3027941"
"2001-01","British Columbia","4055229"
"2001-01","Yukon","30147"
"2001-01","Northwest Territories","40624"
"2001-01","Nunavut","27798"
"2001-04","Canada","30910996"
"2001-04","Newfoundland and Labrador","523235"
"2001-04","Prince Edward Island","136499"
"2001-04","Nova Scotia","932909"
"2001-04","New Brunswick","749789"
"2001-04","Quebec","7383844"
"2001-04","Ontario","11827345"
"2001-04","Manitoba","1149684"
"2001-04","Saskatchewan","1001643"
"2001-04","Alberta","3041238"
"2001-04","British Columbia","4066132"
"2001-04","Yukon","30124"
"2001-04","Northwest Territories","40625"
"2001-04","Nunavut","27929"
"2001-07","Canada","31020902"
"2001-07","Newfoundland and Labrador","522046"
"2001-07","Prince Edward Island","136665"
"2001-07","Nova Scotia","932494"
"2001-07","New Brunswick","749820"
"2001-07","Quebec","7396456"
"2001-07","Ontario","11897534"
"2001-07","Manitoba","1151454"
"2001-07","Saskatchewan","1000239"
"2001-07","Alberta","3058108"
"2001-07","British Columbia","4076950"
"2001-07","Yukon","30158"
"2001-07","Northwest Territories","40845"
"2001-07","Nunavut","28133"
"2001-10","Canada","31129119"
"2001-10","Newfoundland and Labrador","521581"
"2001-10","Prince Edward Island","136876"
"2001-10","Nova Scotia","933336"
"2001-10","New Brunswick","749295"
"2001-10","Quebec","7411504"
"2001-10","Ontario","11961789"
"2001-10","Manitoba","1152150"
"2001-10","Saskatchewan","999175"
"2001-10","Alberta","3078336"
"2001-10","British Columbia","4085648"
"2001-10","Yukon","30076"
"2001-10","Northwest Territories","41173"
"2001-10","Nunavut","28180"
"2002-01","Canada","31169393"
"2002-01","Newfoundland and Labrador","521399"
"2002-01","Prince Edward Island","136858"
"2002-01","Nova Scotia","933773"
"2002-01","New Brunswick","748637"
"2002-01","Quebec","7417882"
"2002-01","Ontario","11980361"
"2002-01","Manitoba","1152837"
"2002-01","Saskatchewan","998681"
"2002-01","Alberta","3092107"
"2002-01","British Columbia","4087191"
"2002-01","Yukon","30153"
"2002-01","Northwest Territories","41176"
"2002-01","Nunavut","28338"
"2002-04","Canada","31253382"
"2002-04","Newfoundland and Labrador","520228"
"2002-04","Prince Edward Island","136892"
"2002-04","Nova Scotia","934177"
"2002-04","New Brunswick","748777"
"2002-04","Quebec","7428016"
"2002-04","Ontario","12030408"
"2002-04","Manitoba","1154737"
"2002-04","Saskatchewan","997740"
"2002-04","Alberta","3108360"
"2002-04","British Columbia","4094236"
"2002-04","Yukon","30142"
"2002-04","Northwest Territories","41280"
"2002-04","Nunavut","28389"
"2002-07","Canada","31360079"
"2002-07","Newfoundland and Labrador","519481"
"2002-07","Prince Edward Island","136880"
"2002-07","Nova Scotia","935179"
"2002-07","New Brunswick","749372"
"2002-07","Quebec","7441656"
"2002-07","Ontario","12094174"
"2002-07","Manitoba","1156680"
"2002-07","Saskatchewan","996807"
"2002-07","Alberta","3128429"
"2002-07","British Columbia","4100564"
"2002-07","Yukon","30336"
"2002-07","Northwest Territories","41699"
"2002-07","Nunavut","28822"
"2002-10","Canada","31451764"
"2002-10","Newfoundland and Labrador","519458"
"2002-10","Prince Edward Island","137078"
"2002-10","Nova Scotia","935968"
"2002-10","New Brunswick","749408"
"2002-10","Quebec","7455892"
"2002-10","Ontario","12146053"
"2002-10","Manitoba","1157298"
"2002-10","Saskatchewan","996279"
"2002-10","Alberta","3144926"
"2002-10","British Columbia","4108400"
"2002-10","Yukon","30266"
"2002-10","Northwest Territories","41874"
"2002-10","Nunavut","28864"
"2003-01","Canada","31480672"
"2003-01","Newfoundland and Labrador","519223"
"2003-01","Prince Edward Island","137077"
"2003-01","Nova Scotia","935509"
"2003-01","New Brunswick","749238"
"2003-01","Quebec","7461516"
"2003-01","Ontario","12156750"
"2003-01","Manitoba","1158369"
"2003-01","Saskatchewan","996241"
"2003-01","Alberta","3155103"
"2003-01","British Columbia","4110242"
"2003-01","Yukon","30422"
"2003-01","Northwest Territories","42006"
"2003-01","Nunavut","28976"
"2003-04","Canada","31550768"
"2003-04","Newfoundland and Labrador","518813"
"2003-04","Prince Edward Island","137120"
"2003-04","Nova Scotia","935800"
"2003-04","New Brunswick","749265"
"2003-04","Quebec","7471775"
"2003-04","Ontario","12195501"
"2003-04","Manitoba","1160863"
"2003-04","Saskatchewan","995748"
"2003-04","Alberta","3169049"
"2003-04","British Columbia","4114925"
"2003-04","Yukon","30573"
"2003-04","Northwest Territories","42219"
"2003-04","Nunavut","29117"
"2003-07","Canada","31644028"
"2003-07","Newfoundland and Labrador","518459"
"2003-07","Prince Edward Island","137227"
"2003-07","Nova Scotia","937717"
"2003-07","New Brunswick","749441"
"2003-07","Quebec","7485753"
"2003-07","Ontario","12245039"
"2003-07","Manitoba","1163596"
"2003-07","Saskatchewan","996386"
"2003-07","Alberta","3183065"
"2003-07","British Columbia","4124482"
"2003-07","Yukon","30941"
"2003-07","Northwest Territories","42600"
"2003-07","Nunavut","29322"
"2003-10","Canada","31737869"
"2003-10","Newfoundland and Labrador","518786"
"2003-10","Prince Edward Island","137425"
"2003-10","Nova Scotia","938790"
"2003-10","New Brunswick","749463"
"2003-10","Quebec","7503709"
"2003-10","Ontario","12291669"
"2003-10","Manitoba","1165530"
"2003-10","Saskatchewan","996555"
"2003-10","Alberta","3197858"
"2003-10","British Columbia","4134638"
"2003-10","Yukon","31218"
"2003-10","Northwest Territories","42857"
"2003-10","Nunavut","29371"
"2004-01","Canada","31777704"
"2004-01","Newfoundland and Labrador","518739"
"2004-01","Prince Edward Island","137510"
"2004-01","Nova Scotia","938997"
"2004-01","New Brunswick","749190"
"2004-01","Quebec","7510408"
"2004-01","Ontario","12305320"
"2004-01","Manitoba","1167656"
"2004-01","Saskatchewan","996558"
"2004-01","Alberta","3209372"
"2004-01","British Columbia","4139946"
"2004-01","Yukon","31319"
"2004-01","Northwest Territories","43171"
"2004-01","Nunavut","29518"
"2004-04","Canada","31846669"
"2004-04","Newfoundland and Labrador","517940"
"2004-04","Prince Edward Island","137629"
"2004-04","Nova Scotia","938783"
"2004-04","New Brunswick","749336"
"2004-04","Quebec","7520262"
"2004-04","Ontario","12341656"
"2004-04","Manitoba","1170347"
"2004-04","Saskatchewan","997080"
"2004-04","Alberta","3223490"
"2004-04","British Columbia","4145951"
"2004-04","Yukon","31401"
"2004-04","Northwest Territories","43210"
"2004-04","Nunavut","29584"
"2004-07","Canada","31940655"
"2004-07","Newfoundland and Labrador","517423"
"2004-07","Prince Edward Island","137680"
"2004-07","Nova Scotia","939664"
"2004-07","New Brunswick","749419"
"2004-07","Quebec","7535590"
"2004-07","Ontario","12391421"
"2004-07","Manitoba","1173238"
"2004-07","Saskatchewan","997283"
"2004-07","Alberta","3238668"
"2004-07","British Columbia","4155651"
"2004-07","Yukon","31455"
"2004-07","Northwest Territories","43306"
"2004-07","Nunavut","29857"
"2004-10","Canada","32039959"
"2004-10","Newfoundland and Labrador","516906"
"2004-10","Prince Edward Island","137695"
"2004-10","Nova Scotia","939884"
"2004-10","New Brunswick","749243"
"2004-10","Quebec","7553651"
"2004-10","Ontario","12437664"
"2004-10","Manitoba","1174675"
"2004-10","Saskatchewan","996993"
"2004-10","Alberta","3260590"
"2004-10","British Columbia","4167810"
"2004-10","Yukon","31689"
"2004-10","Northwest Territories","43352"
"2004-10","Nunavut","29807"
"2005-01","Canada","32076720"
"2005-01","Newfoundland and Labrador","516794"
"2005-01","Prince Edward Island","137689"
"2005-01","Nova Scotia","939215"
"2005-01","New Brunswick","749002"
"2005-01","Quebec","7559625"
"2005-01","Ontario","12446466"
"2005-01","Manitoba","1176051"
"2005-01","Saskatchewan","995900"
"2005-01","Alberta","3276797"
"2005-01","British Columbia","4174018"
"2005-01","Yukon","31771"
"2005-01","Northwest Territories","43442"
"2005-01","Nunavut","29950"
"2005-04","Canada","32141943"
"2005-04","Newfoundland and Labrador","515358"
"2005-04","Prince Edward Island","137788"
"2005-04","Nova Scotia","937991"
"2005-04","New Brunswick","748693"
"2005-04","Quebec","7567307"
"2005-04","Ontario","12477967"
"2005-04","Manitoba","1177285"
"2005-04","Saskatchewan","994892"
"2005-04","Alberta","3296271"
"2005-04","British Columbia","4182963"
"2005-04","Yukon","31862"
"2005-04","Northwest Territories","43457"
"2005-04","Nunavut","30109"
"2005-07","Canada","32243753"
"2005-07","Newfoundland and Labrador","514332"
"2005-07","Prince Edward Island","138064"
"2005-07","Nova Scotia","937926"
"2005-07","New Brunswick","748057"
"2005-07","Quebec","7581476"
"2005-07","Ontario","12528663"
"2005-07","Manitoba","1178264"
"2005-07","Saskatchewan","993500"
"2005-07","Alberta","3321768"
"2005-07","British Columbia","4196062"
"2005-07","Yukon","31902"
"2005-07","Northwest Territories","43400"
"2005-07","Nunavut","30339"
"2005-10","Canada","32353968"
"2005-10","Newfoundland and Labrador","513740"
"2005-10","Prince Edward Island","138130"
"2005-10","Nova Scotia","938753"
"2005-10","New Brunswick","747672"
"2005-10","Quebec","7598887"
"2005-10","Ontario","12578931"
"2005-10","Manitoba","1179086"
"2005-10","Saskatchewan","993288"
"2005-10","Alberta","3346754"
"2005-10","British Columbia","4212666"
"2005-10","Yukon","32128"
"2005-10","Northwest Territories","43526"
"2005-10","Nunavut","30407"
"2006-01","Canada","32395309"
"2006-01","Newfoundland and Labrador","512564"
"2006-01","Prince Edward Island","137907"
"2006-01","Nova Scotia","938117"
"2006-01","New Brunswick","746983"
"2006-01","Quebec","7604258"
"2006-01","Ontario","12587531"
"2006-01","Manitoba","1179920"
"2006-01","Saskatchewan","992237"
"2006-01","Alberta","3371823"
"2006-01","British Columbia","4217962"
"2006-01","Yukon","32112"
"2006-01","Northwest Territories","43318"
"2006-01","Nunavut","30577"
"2006-04","Canada","32470303"
"2006-04","Newfoundland and Labrador","510961"
"2006-04","Prince Edward Island","137846"
"2006-04","Nova Scotia","937664"
"2006-04","New Brunswick","746337"
"2006-04","Quebec","7615505"
"2006-04","Ontario","12618444"
"2006-04","Manitoba","1181635"
"2006-04","Saskatchewan","991228"
"2006-04","Alberta","3396802"
"2006-04","British Columbia","4227986"
"2006-04","Yukon","32152"
"2006-04","Northwest Territories","43101"
"2006-04","Nunavut","30642"
"2006-07","Canada","32571174"
"2006-07","Newfoundland and Labrador","510592"
"2006-07","Prince Edward Island","137867"
"2006-07","Nova Scotia","937882"
"2006-07","New Brunswick","745621"
"2006-07","Quebec","7631966"
"2006-07","Ontario","12661878"
"2006-07","Manitoba","1183562"
"2006-07","Saskatchewan","992314"
"2006-07","Alberta","3421434"
"2006-07","British Columbia","4241794"
"2006-07","Yukon","32272"
"2006-07","Northwest Territories","43179"
"2006-07","Nunavut","30813"
"2006-10","Canada","32680712"
"2006-10","Newfoundland and Labrador","510329"
"2006-10","Prince Edward Island","137898"
"2006-10","Nova Scotia","937046"
"2006-10","New Brunswick","744975"
"2006-10","Quebec","7653092"
"2006-10","Ontario","12700994"
"2006-10","Manitoba","1183981"
"2006-10","Saskatchewan","993361"
"2006-10","Alberta","3453944"
"2006-10","British Columbia","4258655"
"2006-10","Yukon","32361"
"2006-10","Northwest Territories","43197"
"2006-10","Nunavut","30879"
"2007-01","Canada","32717701"
"2007-01","Newfoundland and Labrador","510335"
"2007-01","Prince Edward Island","137778"
"2007-01","Nova Scotia","936203"
"2007-01","New Brunswick","744853"
"2007-01","Quebec","7661583"
"2007-01","Ontario","12702838"
"2007-01","Manitoba","1184503"
"2007-01","Saskatchewan","995174"
"2007-01","Alberta","3472771"
"2007-01","British Columbia","4265321"
"2007-01","Yukon","32315"
"2007-01","Northwest Territories","43074"
"2007-01","Nunavut","30953"
"2007-04","Canada","32786014"
"2007-04","Newfoundland and Labrador","509131"
"2007-04","Prince Edward Island","137708"
"2007-04","Nova Scotia","934995"
"2007-04","New Brunswick","744938"
"2007-04","Quebec","7674385"
"2007-04","Ontario","12726728"
"2007-04","Manitoba","1186430"
"2007-04","Saskatchewan","997550"
"2007-04","Alberta","3490842"
"2007-04","British Columbia","4276743"
"2007-04","Yukon","32273"
"2007-04","Northwest Territories","43107"
"2007-04","Nunavut","31184"
"2007-07","Canada","32889025"
"2007-07","Newfoundland and Labrador","509055"
"2007-07","Prince Edward Island","137711"
"2007-07","Nova Scotia","935115"
"2007-07","New Brunswick","745433"
"2007-07","Quebec","7692916"
"2007-07","Ontario","12764806"
"2007-07","Manitoba","1189451"
"2007-07","Saskatchewan","1002086"
"2007-07","Alberta","3514147"
"2007-07","British Columbia","4290984"
"2007-07","Yukon","32554"
"2007-07","Northwest Territories","43372"
"2007-07","Nunavut","31395"
"2007-10","Canada","33002138"
"2007-10","Newfoundland and Labrador","510262"
"2007-10","Prince Edward Island","138026"
"2007-10","Nova Scotia","935379"
"2007-10","New Brunswick","746138"
"2007-10","Quebec","7713173"
"2007-10","Ontario","12807208"
"2007-10","Manitoba","1191690"
"2007-10","Saskatchewan","1007323"
"2007-10","Alberta","3533413"
"2007-10","British Columbia","4312042"
"2007-10","Yukon","32662"
"2007-10","Northwest Territories","43262"
"2007-10","Nunavut","31560"
"2008-01","Canada","33050613"
"2008-01","Newfoundland and Labrador","511008"
"2008-01","Prince Edward Island","138000"
"2008-01","Nova Scotia","935475"
"2008-01","New Brunswick","746288"
"2008-01","Quebec","7725513"
"2008-01","Ontario","12814446"
"2008-01","Manitoba","1193408"
"2008-01","Saskatchewan","1010304"
"2008-01","Alberta","3548796"
"2008-01","British Columbia","4319652"
"2008-01","Yukon","32751"
"2008-01","Northwest Territories","43357"
"2008-01","Nunavut","31615"
"2008-04","Canada","33127520"
"2008-04","Newfoundland and Labrador","511253"
"2008-04","Prince Edward Island","138186"
"2008-04","Nova Scotia","935635"
"2008-04","New Brunswick","746533"
"2008-04","Quebec","7740347"
"2008-04","Ontario","12840272"
"2008-04","Manitoba","1194662"
"2008-04","Saskatchewan","1013478"
"2008-04","Alberta","3567458"
"2008-04","British Columbia","4331699"
"2008-04","Yukon","32954"
"2008-04","Northwest Territories","43362"
"2008-04","Nunavut","31681"
"2008-07","Canada","33247118"
"2008-07","Newfoundland and Labrador","511581"
"2008-07","Prince Edward Island","138749"
"2008-07","Nova Scotia","935897"
"2008-07","New Brunswick","746877"
"2008-07","Quebec","7761725"
"2008-07","Ontario","12883583"
"2008-07","Manitoba","1197775"
"2008-07","Saskatchewan","1017404"
"2008-07","Alberta","3595856"
"2008-07","British Columbia","4349336"
"2008-07","Yukon","33083"
"2008-07","Northwest Territories","43360"
"2008-07","Nunavut","31892"
"2008-10","Canada","33372418"
"2008-10","Newfoundland and Labrador","513437"
"2008-10","Prince Edward Island","139465"
"2008-10","Nova Scotia","937045"
"2008-10","New Brunswick","747769"
"2008-10","Quebec","7786475"
"2008-10","Ontario","12927148"
"2008-10","Manitoba","1199548"
"2008-10","Saskatchewan","1022553"
"2008-10","Alberta","3619292"
"2008-10","British Columbia","4371124"
"2008-10","Yukon","33306"
"2008-10","Northwest Territories","43293"
"2008-10","Nunavut","31963"
"2009-01","Canada","33427050"
"2009-01","Newfoundland and Labrador","514223"
"2009-01","Prince Edward Island","139136"
"2009-01","Nova Scotia","937382"
"2009-01","New Brunswick","748373"
"2009-01","Quebec","7799115"
"2009-01","Ontario","12932234"
"2009-01","Manitoba","1201702"
"2009-01","Saskatchewan","1025993"
"2009-01","Alberta","3638482"
"2009-01","British Columbia","4381829"
"2009-01","Yukon","33404"
"2009-01","Northwest Territories","43116"
"2009-01","Nunavut","32061"
"2009-04","Canada","33511275"
"2009-04","Newfoundland and Labrador","514719"
"2009-04","Prince Edward Island","139206"
"2009-04","Nova Scotia","937429"
"2009-04","New Brunswick","749161"
"2009-04","Quebec","7817022"
"2009-04","Ontario","12956332"
"2009-04","Manitoba","1204014"
"2009-04","Saskatchewan","1029901"
"2009-04","Alberta","3659228"
"2009-04","British Columbia","4395190"
"2009-04","Yukon","33582"
"2009-04","Northwest Territories","43106"
"2009-04","Nunavut","32385"
"2009-07","Canada","33628895"
"2009-07","Newfoundland and Labrador","516751"
"2009-07","Prince Edward Island","139891"
"2009-07","Nova Scotia","938208"
"2009-07","New Brunswick","749956"
"2009-07","Quebec","7843383"
"2009-07","Ontario","12998345"
"2009-07","Manitoba","1208556"
"2009-07","Saskatchewan","1034819"
"2009-07","Alberta","3678996"
"2009-07","British Columbia","4410506"
"2009-07","Yukon","33731"
"2009-07","Northwest Territories","43156"
"2009-07","Nunavut","32597"
"2009-10","Canada","33757077"
"2009-10","Newfoundland and Labrador","518985"
"2009-10","Prince Edward Island","140611"
"2009-10","Nova Scotia","940501"
"2009-10","New Brunswick","751066"
"2009-10","Quebec","7871361"
"2009-10","Ontario","13047485"
"2009-10","Manitoba","1211875"
"2009-10","Saskatchewan","1039554"
"2009-10","Alberta","3694303"
"2009-10","British Columbia","4431576"
"2009-10","Yukon","34025"
"2009-10","Northwest Territories","42924"
"2009-10","Nunavut","32811"
"2010-01","Canada","33807529"
"2010-01","Newfoundland and Labrador","520283"
"2010-01","Prince Edward Island","140612"
"2010-01","Nova Scotia","940823"
"2010-01","New Brunswick","751281"
"2010-01","Quebec","7885717"
"2010-01","Ontario","13058435"
"2010-01","Manitoba","1213933"
"2010-01","Saskatchewan","1042952"
"2010-01","Alberta","3702266"
"2010-01","British Columbia","4441329"
"2010-01","Yukon","34007"
"2010-01","Northwest Territories","42970"
"2010-01","Nunavut","32921"
"2010-04","Canada","33889236"
"2010-04","Newfoundland and Labrador","521204"
"2010-04","Prince Edward Island","140990"
"2010-04","Nova Scotia","940919"
"2010-04","New Brunswick","752021"
"2010-04","Quebec","7903339"
"2010-04","Ontario","13088106"
"2010-04","Manitoba","1216610"
"2010-04","Saskatchewan","1046799"
"2010-04","Alberta","3714974"
"2010-04","British Columbia","4453744"
"2010-04","Yukon","34241"
"2010-04","Northwest Territories","43152"
"2010-04","Nunavut","33137"
"2010-07","Canada","34004889"
"2010-07","Newfoundland and Labrador","522009"
"2010-07","Prince Edward Island","141654"
"2010-07","Nova Scotia","942107"
"2010-07","New Brunswick","753035"
"2010-07","Quebec","7929222"
"2010-07","Ontario","13135778"
"2010-07","Manitoba","1220780"
"2010-07","Saskatchewan","1051443"
"2010-07","Alberta","3732082"
"2010-07","British Columbia","4465546"
"2010-07","Yukon","34596"
"2010-07","Northwest Territories","43285"
"2010-07","Nunavut","33352"
"2010-10","Canada","34131683"
"2010-10","Newfoundland and Labrador","522865"
"2010-10","Prince Edward Island","142732"
"2010-10","Nova Scotia","944179"
"2010-10","New Brunswick","754287"
"2010-10","Quebec","7955007"
"2010-10","Ontario","13189339"
"2010-10","Manitoba","1224662"
"2010-10","Saskatchewan","1056115"
"2010-10","Alberta","3747226"
